epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_macro_sensitivity,val_macro_sensitivity,test_macro_sensitivity,train_macro_specificity,val_macro_specificity,test_macro_specificity
1,1.0988602619387438,1.0989284653886362,1.098987007719587,0.19626168224299065,0.19444444444444445,0.17142857142857143,0.1627906976744186,0.16666666666666666,0.14285714285714285,0.571536680911681,0.5757575757575758,0.5548654244306418
100,1.0930719422403674,1.0939784366356733,1.0927509217718052,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
200,1.0882864331624649,1.08989969905927,1.0876000914353428,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
300,1.0825663523294653,1.0847479068572516,1.0816099338947027,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
400,1.0720856938673848,1.0747722671965099,1.0708373744191413,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
500,1.0484992087183855,1.0517752365363175,1.0468539696296975,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
600,0.9936275204460893,0.9979428535501573,0.9914985155495456,0.514018691588785,0.5,0.5428571428571428,0.44761904761904764,0.4444444444444444,0.47222222222222227,0.7291666666666666,0.7272727272727272,0.746031746031746
700,0.8777083413269245,0.8844437235108804,0.8748670796240611,0.9439252336448598,0.8888888888888888,0.9142857142857143,0.9408866995073892,0.8873015873015873,0.9074074074074074,0.96875,0.9417249417249418,0.9523809523809524
800,0.6890029731472523,0.7011363959997506,0.6847842516179773,0.9906542056074766,0.9722222222222222,1.0,0.9922480620155039,0.9761904761904763,1.0,0.9953703703703703,0.9871794871794872,1.0
900,0.48629912474334175,0.5066111123367596,0.48092580294865195,0.9813084112149533,0.9444444444444444,1.0,0.9844961240310077,0.9523809523809524,1.0,0.9910968660968661,0.9743589743589745,1.0
1000,0.33406970139688,0.362215687525844,0.33081645283924005,0.9813084112149533,0.9444444444444444,1.0,0.9844961240310077,0.9523809523809524,1.0,0.9910968660968661,0.9743589743589745,1.0
