epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_macro_sensitivity,val_macro_sensitivity,test_macro_sensitivity,train_macro_specificity,val_macro_specificity,test_macro_specificity
1,1.0976831917519503,1.0977521692849403,1.097640080577992,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
100,0.47123994064739255,0.49917843771363046,0.4906660475568877,0.9719626168224299,1.0,1.0,0.9692595562683773,1.0,1.0,0.9849537037037037,1.0,1.0
200,0.05705624576827195,0.07478207922259905,0.10450511587324379,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
300,0.02767682807181959,0.04582405951468037,0.0744024732990065,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
400,0.01743080977283129,0.037241202330927065,0.06442722635821166,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
500,0.012316523809169913,0.033522822863524725,0.05933997511236322,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
600,0.009381323677389801,0.031449906783647175,0.05611975148102532,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
700,0.007491576998080493,0.030221917396292042,0.0538310308874806,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
800,0.006181632231248256,0.029414193470244585,0.05221606370316887,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
900,0.0052296682084733166,0.028924958195749775,0.05096040016200706,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
1000,0.004508753623321412,0.028437664935837943,0.04979471394722861,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9871794871794872,0.9871794871794872
