epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_macro_sensitivity,val_macro_sensitivity,test_macro_sensitivity,train_macro_specificity,val_macro_specificity,test_macro_specificity
1,1.0939861305820067,1.094771321052271,1.0935392318144437,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
100,0.013485419766608978,0.07659700488562128,0.023687388680333165,1.0,0.9444444444444444,1.0,1.0,0.942857142857143,1.0,1.0,0.970959595959596,1.0
200,0.001102226140639748,0.06858958169502472,0.00901556626423631,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
300,0.0004990212849364362,0.07371449555697059,0.0069065740209214655,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
400,0.00030930766524170866,0.07748712743236423,0.005942303106053364,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
500,0.00022020027646583323,0.08010399582303517,0.0053631738875272806,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
600,0.0001687731402601823,0.08213622358000468,0.005004207651912646,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
700,0.0001359733203107095,0.08408724257980693,0.004697075005407531,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
800,0.00011325994013195863,0.08581892255547488,0.004475705067324873,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
900,9.661998324411752e-05,0.08730990780130585,0.004294185725021783,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
1000,8.408192335437454e-05,0.08855499168357377,0.0041458051832471855,1.0,0.9722222222222222,1.0,1.0,0.9666666666666667,1.0,1.0,0.9848484848484849,1.0
