epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_macro_sensitivity,val_macro_sensitivity,test_macro_sensitivity,train_macro_specificity,val_macro_specificity,test_macro_specificity
1,1.0979303859510843,1.0980357732045172,1.0978820178765791,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
100,1.0858118052172232,1.0893860464358474,1.083957616408216,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
200,1.0855955859450772,1.0895077980139187,1.0833908306302602,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
300,1.0853855689164251,1.0893277787535196,1.0831700993136653,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
400,1.084490125619429,1.0883491537218895,1.082422179144155,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
500,1.07484227275662,1.0778804534845152,1.073737435808124,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
600,0.6788337254967594,0.6866231862074763,0.7051871012696761,0.6448598130841121,0.6388888888888888,0.6285714285714286,0.6434108527131782,0.6428571428571429,0.6428571428571429,0.8048878205128206,0.8053613053613055,0.7967032967032966
700,0.5297702190965119,0.5495114371815364,0.5671720911370832,0.8785046728971962,0.75,0.7428571428571429,0.8779623477297895,0.753968253968254,0.753968253968254,0.9332264957264957,0.865967365967366,0.8601953601953602
800,0.20723115826818628,0.3076399472969604,0.2597573827429001,0.9813084112149533,0.9166666666666666,0.9142857142857143,0.9844961240310077,0.9285714285714285,0.9285714285714285,0.9907407407407408,0.9594017094017094,0.9581939799331104
900,0.06174523347662914,0.18049925080017892,0.10801554933867483,1.0,0.8888888888888888,0.9714285714285714,1.0,0.9007936507936508,0.9761904761904763,1.0,0.9442501942501943,0.9871794871794872
1000,0.026311518246759504,0.14384761745826785,0.070597453808019,1.0,0.9166666666666666,1.0,1.0,0.9285714285714285,1.0,1.0,0.9594017094017094,1.0
