epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_macro_sensitivity,val_macro_sensitivity,test_macro_sensitivity,train_macro_specificity,val_macro_specificity,test_macro_specificity
1,1.0926282899362967,1.093388478680052,1.0924158637530816,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
100,0.005955750589051069,0.07866828368732032,0.02022742916031837,1.0,0.9722222222222222,1.0,1.0,0.9761904761904763,1.0,1.0,0.9871794871794872,1.0
200,0.002274889836435937,0.09299761609402787,0.021378293648373164,1.0,0.9722222222222222,1.0,1.0,0.9761904761904763,1.0,1.0,0.9871794871794872,1.0
300,0.0013330407123077505,0.10288000757289581,0.023674728751821233,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
400,0.0009231360924545857,0.10993148271254535,0.025687571451457235,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
500,0.0006988880261445013,0.11594618696943769,0.027143509148523575,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
600,0.0005578764166228506,0.1201817672447708,0.02866906440801537,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
700,0.00046191297926597016,0.12407261544363661,0.029856823059080183,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
800,0.0003924830055592297,0.12738589637783565,0.03098464828016797,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
900,0.00034042182555284124,0.13013001080175257,0.032102122246371406,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
1000,0.0003000510662219139,0.1326476263514411,0.033021281131548806,1.0,0.9722222222222222,0.9714285714285714,1.0,0.9761904761904763,0.9629629629629629,1.0,0.9871794871794872,0.9841269841269842
