epoch,train_loss,val_loss,test_loss,train_accuracy,val_accuracy,test_accuracy,train_macro_sensitivity,val_macro_sensitivity,test_macro_sensitivity,train_macro_specificity,val_macro_specificity,test_macro_specificity
1,1.0917703106344276,1.0927910624456938,1.0914950902817442,0.40186915887850466,0.3888888888888889,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
100,0.005442883650177822,0.0014766374275375015,0.09882158662160577,1.0,1.0,0.9714285714285714,1.0,1.0,0.9761904761904763,1.0,1.0,0.9871794871794872
200,0.002249659141432761,0.00044799932183869884,0.1093360696273503,1.0,1.0,0.9714285714285714,1.0,1.0,0.9761904761904763,1.0,1.0,0.9871794871794872
300,0.001358664731998252,0.00023589662607776893,0.11819530489274865,1.0,1.0,0.9714285714285714,1.0,1.0,0.9761904761904763,1.0,1.0,0.9871794871794872
400,0.0009563164816202647,0.0001509246974632537,0.1247342677215844,1.0,1.0,0.9714285714285714,1.0,1.0,0.9761904761904763,1.0,1.0,0.9871794871794872
500,0.0007308404612398018,0.00010846426619507096,0.13068435975242335,1.0,1.0,0.9428571428571428,1.0,1.0,0.9484126984126985,1.0,1.0,0.9713064713064713
600,0.0005858591436317191,8.289100872419444e-05,0.13529273595394753,1.0,1.0,0.9428571428571428,1.0,1.0,0.9484126984126985,1.0,1.0,0.9713064713064713
700,0.00048691683199674195,6.66880047339008e-05,0.13917657713844572,1.0,1.0,0.9428571428571428,1.0,1.0,0.9484126984126985,1.0,1.0,0.9713064713064713
800,0.0004152767052590797,5.54149989322895e-05,0.143173476113832,1.0,1.0,0.9428571428571428,1.0,1.0,0.9484126984126985,1.0,1.0,0.9713064713064713
900,0.00036107626643182376,4.709644353164906e-05,0.14597818733656925,1.0,1.0,0.9428571428571428,1.0,1.0,0.9484126984126985,1.0,1.0,0.9713064713064713
1000,0.00031870278507866286,4.0758221308557775e-05,0.14882324210685796,1.0,1.0,0.9428571428571428,1.0,1.0,0.9484126984126985,1.0,1.0,0.9713064713064713
